,td_a,td_b,td_ttd_a_MR_ADD,td_ttd_b_MR_ADD,td_ttd_a_MR_EXC,td_ttd_b_MR_EXC,td_ttd_a_MR_INC,td_ttd_b_MR_INC,td_ttd_a_MR_INV,td_ttd_b_MR_INV,td_ttd_a_MR_MUL,td_ttd_b_MR_MUL,td_ttd_a_MR_PER,td_ttd_b_MR_PER,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
478,"[9, 9, 0, -1, -3, 10, -10, 1, -5, -12, 13]","[12, 13, 6, 0, 14, 16, 16, 8, 13, 8, 9]","[13, 13, 4, 3, 1, 14, -6, 5, -1, -8, 17]","[16, 17, 10, 4, 18, 20, 20, 12, 17, 12, 13]","[9, 9, 0, -1, 10, -10, 1, -5, -12, 13]","[12, 13, 6, 0, 16, 16, 8, 13, 8, 9]","[9, 9, 0, -1, -3, 10, -10, 1, -5, -12, 13, 4]","[12, 13, 6, 0, 14, 16, 16, 8, 13, 8, 9, 4]","[9, 9, 0, -1, -3, 10, -10, 1, -5, -12, 13, 0.1111111111111111, 0.1111111111111111, 'ZeroDivisionError', -1.0, -0.3333333333333333, 0.1, -0.1, 1.0, -0.2, -0.08333333333333333, 0.07692307692307693]","[12, 13, 6, 0, 14, 16, 16, 8, 13, 8, 9, 0.08333333333333333, 0.07692307692307693, 0.16666666666666666, 'ZeroDivisionError', 0.07142857142857142, 0.0625, 0.0625, 0.125, 0.07692307692307693, 0.125, 0.1111111111111111]","[36, 36, 0, -4, -12, 40, -40, 4, -20, -48, 52]","[48, 52, 24, 0, 56, 64, 64, 32, 52, 32, 36]","[-5, 13, -1, 10, -3, -10, 9, 9, 0, -12, 1]","[8, 16, 12, 13, 6, 0, 9, 13, 14, 16, 8]",7.515040515040515,7.193479018066724,5.424515650180218,7.515040515040515,error,7.515040515040515,6.515040515040515,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
479,"[-3, 8, -10, 10, 2, 15, 9, 4, -16]","[7, -13, 0, 3, 0, -8, 6, 6, -6]","[1, 12, -6, 14, 6, 19, 13, 8, -12]","[11, -9, 4, 7, 4, -4, 10, 10, -2]","[8, -10, 10, 2, 15, 9, 4, -16]","[-13, 0, 3, 0, -8, 6, 6, -6]","[-3, 8, -10, 10, 2, 4, 15, 9, 4, -16]","[7, -13, 0, 3, 0, 4, -8, 6, 6, -6]","[-3, 8, -10, 10, 2, 15, 9, 4, -16, -0.3333333333333333, 0.125, -0.1, 0.1, 0.5, 0.06666666666666667, 0.1111111111111111, 0.25, -0.0625]","[7, -13, 0, 3, 0, -8, 6, 6, -6, 0.14285714285714285, -0.07692307692307693, 'ZeroDivisionError', 0.3333333333333333, 'ZeroDivisionError', -0.125, 0.16666666666666666, 0.16666666666666666, -0.16666666666666666]","[-12, 32, -40, 40, 8, 60, 36, 16, -64]","[28, -52, 0, 12, 0, -32, 24, 24, -24]","[-3, 9, -16, 2, -10, 15, 4, 8, 10]","[-13, 3, 0, 6, -6, 0, -8, 7, 6]",6.393006993006993,5.191666666666666,5.322498274672188,6.393006993006993,error,6.393006993006993,5.393006993006993,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
480,"[-1, -1, 7, 12, 5, -1, 3, 0, 1, 12]","[2, 0, 12, 5, 12, -3, 9, -4, 12, 10]","[3, 3, 11, 16, 9, 3, 7, 4, 5, 16]","[6, 4, 16, 9, 16, 1, 13, 0, 16, 14]","[-1, 7, 12, 5, -1, 3, 0, 1, 12]","[0, 12, 5, 12, -3, 9, -4, 12, 10]","[4, -1, -1, 7, 12, 5, -1, 3, 0, 1, 12]","[4, 2, 0, 12, 5, 12, -3, 9, -4, 12, 10]","[-1, -1, 7, 12, 5, -1, 3, 0, 1, 12, -1.0, -1.0, 0.14285714285714285, 0.08333333333333333, 0.2, -1.0, 0.3333333333333333, 'ZeroDivisionError', 1.0, 0.08333333333333333]","[2, 0, 12, 5, 12, -3, 9, -4, 12, 10, 0.5, 'ZeroDivisionError', 0.08333333333333333, 0.2, 0.08333333333333333, -0.3333333333333333, 0.1111111111111111, -0.25, 0.08333333333333333, 0.1]","[-4, -4, 28, 48, 20, -4, 12, 0, 4, 48]","[8, 0, 48, 20, 48, -12, 36, -16, 48, 40]","[1, -1, 5, 3, 0, -1, 12, 7, -1, 12]","[9, 12, -4, 0, 10, 12, 12, 2, -3, 5]",6.023750243564484,7.267320261437908,3.6118518518518523,6.023750243564484,error,6.023750243564485,5.023750243564485,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
481,"[-11, -7, -14, -10, -2, 6, -7, -4, -16]","[-1, 2, -8, 4, -14, -5, -2, -11, -2]","[-7, -3, -10, -6, 2, 10, -3, 0, -12]","[3, 6, -4, 8, -10, -1, 2, -7, 2]","[-7, -14, -10, -2, 6, -7, -4, -16]","[2, -8, 4, -14, -5, -2, -11, -2]","[-11, -7, -14, 4, -10, -2, 6, -7, -4, -16]","[-1, 2, -8, 4, 4, -14, -5, -2, -11, -2]","[-11, -7, -14, -10, -2, 6, -7, -4, -16, -0.09090909090909091, -0.14285714285714285, -0.07142857142857142, -0.1, -0.5, 0.16666666666666666, -0.14285714285714285, -0.25, -0.0625]","[-1, 2, -8, 4, -14, -5, -2, -11, -2, -1.0, 0.5, -0.125, 0.25, -0.07142857142857142, -0.2, -0.5, -0.09090909090909091, -0.5]","[-44, -28, -56, -40, -8, 24, -28, -16, -64]","[-4, 8, -32, 16, -56, -20, -8, -44, -8]","[-10, -14, -4, -7, -11, -2, -7, 6, -16]","[-11, -5, -1, -14, -2, 2, -8, -2, 4]",6.656060606060606,5.213610950453056,8.428571428571429,6.656060606060606,13.312121212121212,6.656060606060606,5.822727272727272,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
482,"[-3, 8, -2, -7, 8, 0, 1, 3, -16]","[-7, -9, -9, 0, -16, -11, 2, 7, -14]","[1, 12, 2, -3, 12, 4, 5, 7, -12]","[-3, -5, -5, 4, -12, -7, 6, 11, -10]","[8, -2, -7, 8, 0, 1, 3, -16]","[-9, -9, 0, -16, -11, 2, 7, -14]","[-3, 8, -2, -7, 8, 0, 4, 1, 3, -16]","[-7, -9, -9, 0, -16, -11, 4, 2, 7, -14]","[-3, 8, -2, -7, 8, 0, 1, 3, -16, -0.3333333333333333, 0.125, -0.5, -0.14285714285714285, 0.125, 'ZeroDivisionError', 1.0, 0.3333333333333333, -0.0625]","[-7, -9, -9, 0, -16, -11, 2, 7, -14, -0.14285714285714285, -0.1111111111111111, -0.1111111111111111, 'ZeroDivisionError', -0.0625, -0.09090909090909091, 0.5, 0.14285714285714285, -0.07142857142857142]","[-12, 32, -8, -28, 32, 0, 4, 12, -64]","[-28, -36, -36, 0, -64, -44, 8, 28, -56]","[0, 1, -7, -2, -3, -16, 8, 8, 3]","[0, -7, -9, -16, 7, -9, -11, 2, -14]",5.836363636363636,,6.404040404040404,5.836363636363636,error,5.836363636363636,5.436363636363636,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
483,"[13, -10, -8, 14, 14, 11, 6, 2, -3, -3, -6, -4]","[-4, 2, -8, 0, 14, 1, 13, -5, 11, -5, 4, -9]","[17, -6, -4, 18, 18, 15, 10, 6, 1, 1, -2, 0]","[0, 6, -4, 4, 18, 5, 17, -1, 15, -1, 8, -5]","[13, -10, -8, 14, 14, 11, 6, -3, -3, -6, -4]","[-4, 2, -8, 0, 14, 1, 13, 11, -5, 4, -9]","[13, -10, -8, 14, 14, 11, 6, 2, 4, -3, -3, -6, -4]","[-4, 2, -8, 0, 14, 1, 13, -5, 4, 11, -5, 4, -9]","[13, -10, -8, 14, 14, 11, 6, 2, -3, -3, -6, -4, 0.07692307692307693, -0.1, -0.125, 0.07142857142857142, 0.07142857142857142, 0.09090909090909091, 0.16666666666666666, 0.5, -0.3333333333333333, -0.3333333333333333, -0.16666666666666666, -0.25]","[-4, 2, -8, 0, 14, 1, 13, -5, 11, -5, 4, -9, -0.25, 0.5, -0.125, 'ZeroDivisionError', 0.07142857142857142, 1.0, 0.07692307692307693, -0.2, 0.09090909090909091, -0.2, 0.25, -0.1111111111111111]","[52, -40, -32, 56, 56, 44, 24, 8, -12, -12, -24, -16]","[-16, 8, -32, 0, 56, 4, 52, -20, 44, -20, 16, -36]","[-4, 13, -6, 14, 14, -3, 11, -3, 6, -8, 2, -10]","[-5, -9, 2, -4, 1, 11, 0, 4, 14, -5, -8, 13]",7.836369770580298,9.60854700854701,8.270622895622896,7.836369770580298,error,7.836369770580298,6.836369770580298,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
484,"[10, -9, -1, 2, 6, 9, -8, -5, 9, 4, 15, 3, -14]","[-5, -7, -4, -6, -7, -2, -6, -3, 2, 0, -15, 4, -12]","[14, -5, 3, 6, 10, 13, -4, -1, 13, 8, 19, 7, -10]","[-1, -3, 0, -2, -3, 2, -2, 1, 6, 4, -11, 8, -8]","[10, -9, -1, 2, 6, 9, -8, 9, 4, 15, 3, -14]","[-5, -7, -4, -6, -7, -2, -6, 2, 0, -15, 4, -12]","[10, -9, -1, 4, 2, 6, 9, -8, -5, 9, 4, 15, 3, -14]","[-5, -7, -4, 4, -6, -7, -2, -6, -3, 2, 0, -15, 4, -12]","[10, -9, -1, 2, 6, 9, -8, -5, 9, 4, 15, 3, -14, 0.1, -0.1111111111111111, -1.0, 0.5, 0.16666666666666666, 0.1111111111111111, -0.125, -0.2, 0.1111111111111111, 0.25, 0.06666666666666667, 0.3333333333333333, -0.07142857142857142]","[-5, -7, -4, -6, -7, -2, -6, -3, 2, 0, -15, 4, -12, -0.2, -0.14285714285714285, -0.25, -0.16666666666666666, -0.14285714285714285, -0.5, -0.16666666666666666, -0.3333333333333333, 0.5, 'ZeroDivisionError', -0.06666666666666667, 0.25, -0.08333333333333333]","[40, -36, -4, 8, 24, 36, -32, -20, 36, 16, 60, 12, -56]","[-20, -28, -16, -24, -28, -8, -24, -12, 8, 0, -60, 16, -48]","[15, -5, 9, -14, -9, 6, -8, 3, 2, 10, -1, 4, 9]","[-4, -5, -3, 2, -7, 4, -6, -12, 0, -15, -6, -2, -7]",7.9740009990009995,9.182142857142857,8.196198830409354,7.9740009990009995,error,7.9740009990009995,7.724000999000999,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
485,"[5, -11, 0, -7, -8, -13, -13, 3]","[-12, -1, -3, -3, -9, -6, -4, -8]","[9, -7, 4, -3, -4, -9, -9, 7]","[-8, 3, 1, 1, -5, -2, 0, -4]","[5, -11, 0, -7, -8, -13, 3]","[-12, -1, -3, -3, -9, -4, -8]","[5, -11, 0, -7, -8, -13, -13, 3, 4]","[-12, -1, -3, -3, -9, -6, -4, -8, 4]","[5, -11, 0, -7, -8, -13, -13, 3, 0.2, -0.09090909090909091, 'ZeroDivisionError', -0.14285714285714285, -0.125, -0.07692307692307693, -0.07692307692307693, 0.3333333333333333]","[-12, -1, -3, -3, -9, -6, -4, -8, -0.08333333333333333, -1.0, -0.3333333333333333, -0.3333333333333333, -0.1111111111111111, -0.16666666666666666, -0.25, -0.125]","[20, -44, 0, -28, -32, -52, -52, 12]","[-48, -4, -12, -12, -36, -24, -16, -32]","[-7, 0, 3, -11, 5, -8, -13, -13]","[-3, -1, -4, -9, -12, -8, -3, -6]",5.18998968008256,4.493421052631579,6.347474747474747,5.18998968008256,error,5.18998968008256,4.82156862745098,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
486,"[-2, 8, 13, -9, 7, -14, 0, -11, -12, 15, 14, -14]","[-10, -14, -9, 3, -7, 4, 11, 5, -5, -15, -16, 8]","[2, 12, 17, -5, 11, -10, 4, -7, -8, 19, 18, -10]","[-6, -10, -5, 7, -3, 8, 15, 9, -1, -11, -12, 12]","[-2, 8, 13, -9, 7, -14, 0, -12, 15, 14, -14]","[-10, -14, -9, 3, -7, 4, 11, -5, -15, -16, 8]","[-2, 8, 13, 4, -9, 7, -14, 0, -11, -12, 15, 14, -14]","[-10, -14, -9, 4, 3, -7, 4, 11, 5, -5, -15, -16, 8]","[-2, 8, 13, -9, 7, -14, 0, -11, -12, 15, 14, -14, -0.5, 0.125, 0.07692307692307693, -0.1111111111111111, 0.14285714285714285, -0.07142857142857142, 'ZeroDivisionError', -0.09090909090909091, -0.08333333333333333, 0.06666666666666667, 0.07142857142857142, -0.07142857142857142]","[-10, -14, -9, 3, -7, 4, 11, 5, -5, -15, -16, 8, -0.1, -0.07142857142857142, -0.1111111111111111, 0.3333333333333333, -0.14285714285714285, 0.25, 0.09090909090909091, 0.2, -0.2, -0.06666666666666667, -0.0625, 0.125]","[-8, 32, 52, -36, 28, -56, 0, -44, -48, 60, 56, -56]","[-40, -56, -36, 12, -28, 16, 44, 20, -20, -60, -64, 32]","[14, -9, 15, -2, -12, 7, -14, 13, 0, -14, -11, 8]","[-10, 11, -9, 8, 3, 5, -14, -7, -16, -15, -5, 4]",11.07843137254902,7.9094827586206895,11.356725146198832,11.07843137254902,error,11.07843137254902,10.07843137254902,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
487,"[-9, -1, 4, -11, 7, 10, 5, 5]","[1, -1, 10, -13, -3, -12, -6, -16]","[-5, 3, 8, -7, 11, 14, 9, 9]","[5, 3, 14, -9, 1, -8, -2, -12]","[-9, -1, 4, -11, 7, 10, 5]","[1, -1, 10, -13, -3, -12, -16]","[-9, 4, -1, 4, -11, 7, 10, 5, 5]","[1, 4, -1, 10, -13, -3, -12, -6, -16]","[-9, -1, 4, -11, 7, 10, 5, 5, -0.1111111111111111, -1.0, 0.25, -0.09090909090909091, 0.14285714285714285, 0.1, 0.2, 0.2]","[1, -1, 10, -13, -3, -12, -6, -16, 1.0, -1.0, 0.1, -0.07692307692307693, -0.3333333333333333, -0.08333333333333333, -0.16666666666666666, -0.0625]","[-36, -4, 16, -44, 28, 40, 20, 20]","[4, -4, 40, -52, -12, -48, -24, -64]","[-11, 10, 5, -1, 5, 7, 4, -9]","[1, -1, 10, -6, -12, -3, -16, -13]",5.511904761904762,6.229437229437229,5.231060606060606,5.511904761904762,11.023809523809524,5.511904761904762,4.511904761904762,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
488,"[12, -1, 7, 15, 9, 1, 6]","[-8, 17, 10, 13, 10, -6, -1]","[16, 3, 11, 19, 13, 5, 10]","[-4, 21, 14, 17, 14, -2, 3]","[12, -1, 7, 15, 1, 6]","[-8, 17, 10, 13, -6, -1]","[4, 12, -1, 7, 15, 9, 1, 6]","[4, -8, 17, 10, 13, 10, -6, -1]","[12, -1, 7, 15, 9, 1, 6, 0.08333333333333333, -1.0, 0.14285714285714285, 0.06666666666666667, 0.1111111111111111, 1.0, 0.16666666666666666]","[-8, 17, 10, 13, 10, -6, -1, -0.125, 0.058823529411764705, 0.1, 0.07692307692307693, 0.1, -0.16666666666666666, -1.0]","[48, -4, 28, 60, 36, 4, 24]","[-32, 68, 40, 52, 40, -24, -4]","[6, 15, -1, 1, 9, 12, 7]","[-6, -1, 10, -8, 13, 17, 10]",4.300530738611235,4.530702563156924,3.501054131054131,4.300530738611235,8.601061477222467,4.300530738611235,4.2478991596638656,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
489,"[-1, 0, 17, 0, 10, -1, 7, 3, 15, -8, 3]","[3, 12, -1, 9, 0, 14, -8, -8, 5, 2, -7]","[3, 4, 21, 4, 14, 3, 11, 7, 19, -4, 7]","[7, 16, 3, 13, 4, 18, -4, -4, 9, 6, -3]","[0, 17, 0, 10, -1, 7, 3, 15, -8, 3]","[12, -1, 9, 0, 14, -8, -8, 5, 2, -7]","[-1, 0, 17, 0, 10, -1, 7, 3, 15, -8, 4, 3]","[3, 12, -1, 9, 0, 14, -8, -8, 5, 2, 4, -7]","[-1, 0, 17, 0, 10, -1, 7, 3, 15, -8, 3, -1.0, 'ZeroDivisionError', 0.058823529411764705, 'ZeroDivisionError', 0.1, -1.0, 0.14285714285714285, 0.3333333333333333, 0.06666666666666667, -0.125, 0.3333333333333333]","[3, 12, -1, 9, 0, 14, -8, -8, 5, 2, -7, 0.3333333333333333, 0.08333333333333333, -1.0, 0.1111111111111111, 'ZeroDivisionError', 0.07142857142857142, -0.125, -0.125, 0.2, 0.5, -0.14285714285714285]","[-4, 0, 68, 0, 40, -4, 28, 12, 60, -32, 12]","[12, 48, -4, 36, 0, 56, -32, -32, 20, 8, -28]","[-8, 10, -1, -1, 3, 3, 0, 17, 15, 7, 0]","[2, 14, 5, -1, 0, -7, 3, -8, 9, 12, -8]",10.5,7.679824561403509,7.906395891690009,10.5,error,10.5,9.5,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
490,"[4, -4, 3, 8, 4, 5]","[-5, -2, -8, 4, -5, -2]","[8, 0, 7, 12, 8, 9]","[-1, 2, -4, 8, -1, 2]","[4, -4, 3, 8, 5]","[-5, -2, -8, 4, -2]","[4, 4, -4, 3, 8, 4, 5]","[4, -5, -2, -8, 4, -5, -2]","[4, -4, 3, 8, 4, 5, 0.25, -0.25, 0.3333333333333333, 0.125, 0.25, 0.2]","[-5, -2, -8, 4, -5, -2, -0.2, -0.5, -0.125, 0.25, -0.2, -0.5]","[16, -16, 12, 32, 16, 20]","[-20, -8, -32, 16, -20, -8]","[-4, 4, 3, 4, 8, 5]","[-2, -2, -5, -8, -5, 4]",4.666666666666666,4.444444444444444,4.836363636363637,4.666666666666666,9.333333333333332,4.666666666666666,3.6666666666666665,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
491,"[-11, 3, 5, -4, -12, 0, -12, -8, -5, -2, -3, -6, 7, -3]","[-3, 8, -2, -6, 5, 10, -9, 1, 4, 11, -4, 6, 3, -3]","[-7, 7, 9, 0, -8, 4, -8, -4, -1, 2, 1, -2, 11, 1]","[1, 12, 2, -2, 9, 14, -5, 5, 8, 15, 0, 10, 7, 1]","[3, 5, -4, -12, 0, -12, -8, -5, -2, -3, -6, 7, -3]","[8, -2, -6, 5, 10, -9, 1, 4, 11, -4, 6, 3, -3]","[-11, 3, 5, -4, -12, 0, -12, -8, -5, -2, -3, 4, -6, 7, -3]","[-3, 8, -2, -6, 5, 10, -9, 1, 4, 11, -4, 4, 6, 3, -3]","[-11, 3, 5, -4, -12, 0, -12, -8, -5, -2, -3, -6, 7, -3, -0.09090909090909091, 0.3333333333333333, 0.2, -0.25, -0.08333333333333333, 'ZeroDivisionError', -0.08333333333333333, -0.125, -0.2, -0.5, -0.3333333333333333, -0.16666666666666666, 0.14285714285714285, -0.3333333333333333]","[-3, 8, -2, -6, 5, 10, -9, 1, 4, 11, -4, 6, 3, -3, -0.3333333333333333, 0.125, -0.5, -0.16666666666666666, 0.2, 0.1, -0.1111111111111111, 1.0, 0.25, 0.09090909090909091, -0.25, 0.16666666666666666, 0.3333333333333333, -0.3333333333333333]","[-44, 12, 20, -16, -48, 0, -48, -32, -20, -8, -12, -24, 28, -12]","[-12, 32, -8, -24, 20, 40, -36, 4, 16, 44, -16, 24, 12, -12]","[-3, -8, -2, 0, 7, -3, 5, -12, 3, -5, -6, -4, -12, -11]","[-6, 1, 11, -9, -3, 5, 3, -2, 8, 4, 6, -3, 10, -4]",8.911688311688312,10.36168831168831,9.672774422000426,8.911688311688312,error,8.911688311688312,8.34025974025974,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
492,"[-10, 3]","[2, -2]","[-6, 7]","[6, 2]",[-10],[2],"[4, -10, 3]","[4, 2, -2]","[-10, 3, -0.1, 0.3333333333333333]","[2, -2, 0.5, -0.5]","[-40, 12]","[8, -8]","[-10, 3]","[-2, 2]",2.0,0.8666666666666667,1.5555555555555556,2.0,4.0,2.0,1.0,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
493,"[-2, 0, 3, 4, 3, -5, 7]","[-3, 6, -5, 4, 3, 1, -3]","[2, 4, 7, 8, 7, -1, 11]","[1, 10, -1, 8, 7, 5, 1]","[0, 3, 4, 3, -5, 7]","[6, -5, 4, 3, 1, -3]","[-2, 0, 3, 4, 3, -5, 4, 7]","[-3, 6, -5, 4, 3, 1, 4, -3]","[-2, 0, 3, 4, 3, -5, 7, -0.5, 'ZeroDivisionError', 0.3333333333333333, 0.25, 0.3333333333333333, -0.2, 0.14285714285714285]","[-3, 6, -5, 4, 3, 1, -3, -0.3333333333333333, 0.16666666666666666, -0.2, 0.25, 0.3333333333333333, 1.0, -0.3333333333333333]","[-8, 0, 12, 16, 12, -20, 28]","[-12, 24, -20, 16, 12, 4, -12]","[-5, 4, -2, 0, 7, 3, 3]","[1, -3, 6, -5, -3, 4, 3]",4.2,5.142857142857143,3.5952380952380953,4.2,error,4.2,4.0,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
494,"[-7, -19, -17, -17, -5, 2, -18, -8]","[-3, 1, -8, -19, 0, 4, 7, -18]","[-3, -15, -13, -13, -1, 6, -14, -4]","[1, 5, -4, -15, 4, 8, 11, -14]","[-7, -19, -17, -5, 2, -18, -8]","[-3, 1, -19, 0, 4, 7, -18]","[-7, -19, 4, -17, -17, -5, 2, -18, -8]","[-3, 1, 4, -8, -19, 0, 4, 7, -18]","[-7, -19, -17, -17, -5, 2, -18, -8, -0.14285714285714285, -0.05263157894736842, -0.058823529411764705, -0.058823529411764705, -0.2, 0.5, -0.05555555555555555, -0.125]","[-3, 1, -8, -19, 0, 4, 7, -18, -0.3333333333333333, 1.0, -0.125, -0.05263157894736842, 'ZeroDivisionError', 0.25, 0.14285714285714285, -0.05555555555555555]","[-28, -76, -68, -68, -20, 8, -72, -32]","[-12, 4, -32, -76, 0, 16, 28, -72]","[2, -7, -8, -19, -17, -5, -18, -17]","[-8, 7, -19, 0, -3, 1, -18, 4]",4.533504273504274,6.107407407407408,5.299253034547153,4.533504273504274,error,4.533504273504274,4.173504273504274,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
495,"[-11, -11, -2, -13, -16, 1]","[3, -9, -15, 12, 10, 1]","[-7, -7, 2, -9, -12, 5]","[7, -5, -11, 16, 14, 5]","[-11, -11, -2, -13, 1]","[3, -9, -15, 12, 1]","[-11, -11, 4, -2, -13, -16, 1]","[3, -9, 4, -15, 12, 10, 1]","[-11, -11, -2, -13, -16, 1, -0.09090909090909091, -0.09090909090909091, -0.5, -0.07692307692307693, -0.0625, 1.0]","[3, -9, -15, 12, 10, 1, 0.3333333333333333, -0.1111111111111111, -0.06666666666666667, 0.08333333333333333, 0.1, 1.0]","[-44, -44, -8, -52, -64, 4]","[12, -36, -60, 48, 40, 4]","[-11, -2, -11, -13, 1, -16]","[1, 12, -9, 10, 3, -15]",3.864705882352941,3.632258064516129,4.166666666666667,3.864705882352941,7.729411764705882,3.864705882352941,2.864705882352941,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
496,"[-13, -8, -16, 11, -9, -10, -11, -15, 11, 6]","[0, -9, -8, -8, -2, -17, 12, 1, 3, -1]","[-9, -4, -12, 15, -5, -6, -7, -11, 15, 10]","[4, -5, -4, -4, 2, -13, 16, 5, 7, 3]","[-13, -8, -16, 11, -9, -10, -11, 11, 6]","[0, -9, -8, -8, -2, -17, 12, 3, -1]","[-13, -8, -16, 11, 4, -9, -10, -11, -15, 11, 6]","[0, -9, -8, -8, 4, -2, -17, 12, 1, 3, -1]","[-13, -8, -16, 11, -9, -10, -11, -15, 11, 6, -0.07692307692307693, -0.125, -0.0625, 0.09090909090909091, -0.1111111111111111, -0.1, -0.09090909090909091, -0.06666666666666667, 0.09090909090909091, 0.16666666666666666]","[0, -9, -8, -8, -2, -17, 12, 1, 3, -1, 'ZeroDivisionError', -0.1111111111111111, -0.125, -0.125, -0.5, -0.058823529411764705, 0.08333333333333333, 1.0, 0.3333333333333333, -1.0]","[-52, -32, -64, 44, -36, -40, -44, -60, 44, 24]","[0, -36, -32, -32, -8, -68, 48, 4, 12, -4]","[-9, 6, -15, -8, 11, -11, -16, -13, -10, 11]","[-2, -1, 0, -8, 3, 12, -17, -9, -8, 1]",6.859208329796564,5.3643578643578635,6.881630065840591,6.859208329796564,error,6.859208329796565,5.859208329796565,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
497,"[0, 0, 2, 3, 5, 1, 8, -4, -1, 6, -1, 8]","[5, 3, -8, 4, 7, 9, -6, 5, 11, 5, -1, 6]","[4, 4, 6, 7, 9, 5, 12, 0, 3, 10, 3, 12]","[9, 7, -4, 8, 11, 13, -2, 9, 15, 9, 3, 10]","[0, 0, 2, 3, 1, 8, -4, -1, 6, -1, 8]","[5, 3, -8, 4, 9, -6, 5, 11, 5, -1, 6]","[0, 0, 2, 3, 5, 1, 8, -4, -1, 6, -1, 8, 4]","[5, 3, -8, 4, 7, 9, -6, 5, 11, 5, -1, 6, 4]","[0, 0, 2, 3, 5, 1, 8, -4, -1, 6, -1, 8, 'ZeroDivisionError', 'ZeroDivisionError', 0.5, 0.3333333333333333, 0.2, 1.0, 0.125, -0.25, -1.0, 0.16666666666666666, -1.0, 0.125]","[5, 3, -8, 4, 7, 9, -6, 5, 11, 5, -1, 6, 0.2, 0.3333333333333333, -0.125, 0.25, 0.14285714285714285, 0.1111111111111111, -0.16666666666666666, 0.2, 0.09090909090909091, 0.2, -1.0, 0.16666666666666666]","[0, 0, 8, 12, 20, 4, 32, -16, -4, 24, -4, 32]","[20, 12, -32, 16, 28, 36, -24, 20, 44, 20, -4, 24]","[-1, 2, 6, 3, 5, 8, -1, 8, 0, -4, 1, 0]","[3, -8, 4, 9, 6, -6, 5, 5, 11, 7, 5, -1]",7.343290043290043,8.688344988344989,5.078661104976894,7.343290043290043,error,7.343290043290043,7.176623376623377,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
498,"[0, 11, 7]","[14, -7, -14]","[4, 15, 11]","[18, -3, -10]","[11, 7]","[-7, -14]","[4, 0, 11, 7]","[4, 14, -7, -14]","[0, 11, 7, 'ZeroDivisionError', 0.09090909090909091, 0.14285714285714285]","[14, -7, -14, 0.07142857142857142, -0.14285714285714285, -0.07142857142857142]","[0, 44, 28]","[56, -28, -56]","[11, 0, 7]","[-14, -7, 14]",3.0,2.3333333333333335,2.6363636363636362,3.0,error,3.0,2.0,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
499,"[6, 7, -6, 2, 13, 5, -7, 7]","[-6, -5, -4, -3, 6, -3, -1, -1]","[10, 11, -2, 6, 17, 9, -3, 11]","[-2, -1, 0, 1, 10, 1, 3, 3]","[6, 7, -6, 2, 13, -7, 7]","[-6, -5, -4, -3, 6, -1, -1]","[6, 4, 7, -6, 2, 13, 5, -7, 7]","[-6, 4, -5, -4, -3, 6, -3, -1, -1]","[6, 7, -6, 2, 13, 5, -7, 7, 0.16666666666666666, 0.14285714285714285, -0.16666666666666666, 0.5, 0.07692307692307693, 0.2, -0.14285714285714285, 0.14285714285714285]","[-6, -5, -4, -3, 6, -3, -1, -1, -0.16666666666666666, -0.2, -0.25, -0.3333333333333333, 0.16666666666666666, -0.3333333333333333, -1.0, -1.0]","[24, 28, -24, 8, 52, 20, -28, 28]","[-24, -20, -16, -12, 24, -12, -4, -4]","[-7, 2, 7, -6, 7, 13, 5, 6]","[-3, -6, -1, -1, 6, -4, -5, -3]",6.318421052631579,6.1912087912087905,6.344973544973545,6.318421052631579,12.636842105263158,6.318421052631579,5.318421052631579,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
